Review_Text,Word_Tokens,Updated_Aspect_Terms,BIO_Tags
Front cam low light conditions valare mosham aan. Iq 12 ithilum better ann. Bakki software side s24 is the best,"['front', 'cam', 'low', 'light', 'conditions', 'valare', 'mosham', 'aan', 'iq', '12', 'ithilum', 'better', 'ann', 'bakki', 'software', 'side', 's24', 'is', 'the', 'best']","{'phone': ['12pro'], 'price': ['low']}","[('front', 'O'), ('cam', 'O'), ('low', 'B-price'), ('light', 'O'), ('conditions', 'O'), ('valare', 'O'), ('mosham', 'O'), ('aan', 'O'), ('iq', 'O'), ('12', 'O'), ('ithilum', 'O'), ('better', 'O'), ('ann', 'O'), ('bakki', 'O'), ('software', 'O'), ('side', 'O'), ('s24', 'O'), ('is', 'O'), ('the', 'O'), ('best', 'O')]"
Bro yde വീഡിയോ കണ്ടതിനു ശേഷം iphone 11 128 എടുക്കാൻ പ്ലാൻ ഉണ്ട്...... but online purchase (uae) ചെയ്യുമ്പോൾ എന്തെങ്കിലും warranty issue ഉണ്ടണ്ടാകുമോ അതോ ഷോപ്പിൽ നിന്നെടുക്കുന്നതാണോ better...... plz rply,"['bro', 'yde', 'വീഡിയോ', 'കണ്ടതിനു', 'ശേഷം', 'iphone', '11', '128', 'എടുക്കാൻ', 'പ്ലാൻ', 'ഉണ്ട്', 'but', 'online', 'purchase', 'uae', 'ചെയ്യുമ്പോൾ', 'എന്തെങ്കിലും', 'warranty', 'issue', 'ഉണ്ടണ്ടാകുമോ', 'അതോ', 'ഷോപ്പിൽ', 'നിന്നെടുക്കുന്നതാണോ', 'better', 'plz', 'rply']","{'camera': ['വീഡിയോ'], 'phone': ['iphone'], 'general': ['warranty']}","[('bro', 'O'), ('yde', 'O'), ('വീഡിയോ', 'B-camera'), ('കണ്ടതിനു', 'O'), ('ശേഷം', 'O'), ('iphone', 'B-phone'), ('11', 'O'), ('128', 'O'), ('എടുക്കാൻ', 'O'), ('പ്ലാൻ', 'O'), ('ഉണ്ട്', 'O'), ('but', 'O'), ('online', 'O'), ('purchase', 'O'), ('uae', 'O'), ('ചെയ്യുമ്പോൾ', 'O'), ('എന്തെങ്കിലും', 'O'), ('warranty', 'B-general'), ('issue', 'O'), ('ഉണ്ടണ്ടാകുമോ', 'O'), ('അതോ', 'O'), ('ഷോപ്പിൽ', 'O'), ('നിന്നെടുക്കുന്നതാണോ', 'O'), ('better', 'O'), ('plz', 'O'), ('rply', 'O')]"
Boat Airpodes 161 യില് ഒരു പെയർ ലെ ഒരു bud എത്ര hours വരെ ഉപയോഗിക്കാൻ പറ്റും,"['boat', 'airpodes', '161', 'യില്', 'ഒരു', 'പെയർ', 'ലെ', 'ഒരു', 'bud', 'എത്ര', 'hours', 'വരെ', 'ഉപയോഗിക്കാൻ', 'പറ്റും']","{'camera': ['ലെൻസ്'], 'price': ['budget']}","[('boat', 'O'), ('airpodes', 'O'), ('161', 'O'), ('യില്', 'O'), ('ഒരു', 'O'), ('പെയർ', 'O'), ('ലെ', 'O'), ('ഒരു', 'O'), ('bud', 'O'), ('എത്ര', 'O'), ('hours', 'O'), ('വരെ', 'O'), ('ഉപയോഗിക്കാൻ', 'O'), ('പറ്റും', 'O')]"
"About Wireless charging, Oneplus 9 ന്റെ Global variantല്‍ (US and UK) Wireless charging feature നല്‍കിയിട്ടുണ്ട്, പക്ഷെ ഇന്ത്യയില്‍ Oneplus 9 Pro ല്‍ മാത്രമാണ്‌ നല്‍കിയിട്ടുള്ളത്..ഇന്ത്യയില്‍ Oneplus 9 ന് 50k - 55k price range ഉണ്ട്. .IP68 rating ഉള്ളത് നല്ലതാണ്, still IP rating ഇല്ലാത്ത Oneplus phones waterproof ആണെന്ന് company അവകാശപ്പെടുന്നുണ്ട്..QHD display is a flagship feature, no doubt..Last year Samsungന്റെ S20FE പോലെയുള്ള phones Oneplus ഇറക്കണം. It had Wireless charging and IP rating except QHD display, that for within 50k price range.","['about', 'wireless', 'charging', 'oneplus', '9', 'ന്റെ', 'global', 'variantല്', 'us', 'and', 'uk', 'wireless', 'charging', 'feature', 'നല്കിയിട്ടുണ്ട്', 'പക്ഷെ', 'ഇന്ത്യയില്', 'oneplus', '9', 'pro', 'ല്', 'മാത്രമാണ്', 'നല്കിയിട്ടുള്ളത്ഇന്ത്യയില്', 'oneplus', '9', 'ന്', '50k', '55k', 'price', 'range', 'ഉണ്ട്', 'ip68', 'rating', 'ഉള്ളത്', 'നല്ലതാണ്', 'still', 'ip', 'rating', 'ഇല്ലാത്ത', 'oneplus', 'phones', 'waterproof', 'ആണെന്ന്', 'company', 'അവകാശപ്പെടുന്നുണ്ട്qhd', 'display', 'is', 'a', 'flagship', 'feature', 'no', 'doubtlast', 'year', 'samsungന്റെ', 's20fe', 'പോലെയുള്ള', 'phones', 'oneplus', 'ഇറക്കണം', 'it', 'had', 'wireless', 'charging', 'and', 'ip', 'rating', 'except', 'qhd', 'display', 'that', 'for', 'within', '50k', 'price', 'range']","{'screen': ['display'], 'phone': ['samsung'], 'price': ['price'], 'design': ['display']}","[('about', 'O'), ('wireless', 'O'), ('charging', 'O'), ('oneplus', 'O'), ('9', 'O'), ('ന്റെ', 'O'), ('global', 'O'), ('variantല്', 'O'), ('us', 'O'), ('and', 'O'), ('uk', 'O'), ('wireless', 'O'), ('charging', 'O'), ('feature', 'O'), ('നല്കിയിട്ടുണ്ട്', 'O'), ('പക്ഷെ', 'O'), ('ഇന്ത്യയില്', 'O'), ('oneplus', 'O'), ('9', 'O'), ('pro', 'O'), ('ല്', 'O'), ('മാത്രമാണ്', 'O'), ('നല്കിയിട്ടുള്ളത്ഇന്ത്യയില്', 'O'), ('oneplus', 'O'), ('9', 'O'), ('ന്', 'O'), ('50k', 'O'), ('55k', 'O'), ('price', 'B-price'), ('range', 'O'), ('ഉണ്ട്', 'O'), ('ip68', 'O'), ('rating', 'O'), ('ഉള്ളത്', 'O'), ('നല്ലതാണ്', 'O'), ('still', 'O'), ('ip', 'O'), ('rating', 'O'), ('ഇല്ലാത്ത', 'O'), ('oneplus', 'O'), ('phones', 'O'), ('waterproof', 'O'), ('ആണെന്ന്', 'O'), ('company', 'O'), ('അവകാശപ്പെടുന്നുണ്ട്qhd', 'O'), ('display', 'B-design'), ('is', 'O'), ('a', 'O'), ('flagship', 'O'), ('feature', 'O'), ('no', 'O'), ('doubtlast', 'O'), ('year', 'O'), ('samsungന്റെ', 'O'), ('s20fe', 'O'), ('പോലെയുള്ള', 'O'), ('phones', 'O'), ('oneplus', 'O'), ('ഇറക്കണം', 'O'), ('it', 'O'), ('had', 'O'), ('wireless', 'O'), ('charging', 'O'), ('and', 'O'), ('ip', 'O'), ('rating', 'O'), ('except', 'O'), ('qhd', 'O'), ('display', 'O'), ('that', 'O'), ('for', 'O'), ('within', 'O'), ('50k', 'O'), ('price', 'O'), ('range', 'O')]"
ഞാനും മേടിച്ചു 5 ദിവസം ആയീ battery ചെറിയ പ്രശ്നം ഉണ്ട്.. software update മാറ്റിയാൽ കൊള്ളാം,"['ഞാനും', 'മേടിച്ചു', '5', 'ദിവസം', 'ആയീ', 'battery', 'ചെറിയ', 'പ്രശ്നം', 'ഉണ്ട്', 'software', 'update', 'മാറ്റിയാൽ', 'കൊള്ളാം']",{'software': ['update']},"[('ഞാനും', 'O'), ('മേടിച്ചു', 'O'), ('5', 'O'), ('ദിവസം', 'O'), ('ആയീ', 'O'), ('battery', 'O'), ('ചെറിയ', 'O'), ('പ്രശ്നം', 'O'), ('ഉണ്ട്', 'O'), ('software', 'O'), ('update', 'B-software'), ('മാറ്റിയാൽ', 'O'), ('കൊള്ളാം', 'O')]"
"ബാറ്ററി ഞാൻ ശ്രെദ്ധിക്കാറില്ല, പെർഫോമൻസ് സൂപ്പർ ആണ്... ഐഫോൺ 14 to nothing... Secondary ഫോൺ ആണ് പക്ഷെ സാംസങ് നേക്കാളും ഇഷ്ടപ്പെട്ടു","['ബാറ്ററി', 'ഞാൻ', 'ശ്രെദ്ധിക്കാറില്ല', 'പെർഫോമൻസ്', 'സൂപ്പർ', 'ആണ്', 'ഐഫോൺ', '14', 'to', 'nothing', 'secondary', 'ഫോൺ', 'ആണ്', 'പക്ഷെ', 'സാംസങ്', 'നേക്കാളും', 'ഇഷ്ടപ്പെട്ടു']",{'phone': ['ഐഫോൺ']},"[('ബാറ്ററി', 'O'), ('ഞാൻ', 'O'), ('ശ്രെദ്ധിക്കാറില്ല', 'O'), ('പെർഫോമൻസ്', 'O'), ('സൂപ്പർ', 'O'), ('ആണ്', 'O'), ('ഐഫോൺ', 'B-phone'), ('14', 'O'), ('to', 'O'), ('nothing', 'O'), ('secondary', 'O'), ('ഫോൺ', 'O'), ('ആണ്', 'O'), ('പക്ഷെ', 'O'), ('സാംസങ്', 'O'), ('നേക്കാളും', 'O'), ('ഇഷ്ടപ്പെട്ടു', 'O')]"
Poco c31 👍🏻8000 rupees.നല്ലതാണ്.. ഞാൻ അമ്മക്ക് മേടിച്ചു,"['poco', 'c31', '8000', 'rupeesനല്ലതാണ്', 'ഞാൻ', 'അമ്മക്ക്', 'മേടിച്ചു']",{},"[('poco', 'O'), ('c31', 'O'), ('8000', 'O'), ('rupeesനല്ലതാണ്', 'O'), ('ഞാൻ', 'O'), ('അമ്മക്ക്', 'O'), ('മേടിച്ചു', 'O')]"
വീഡിയോ പ്ലേ ചെയ്തപ്പോൾ സ്റ്റാർട്ടിങ്ലേ വന്ന ആഡ് സമയത്ത് കമൻറ് സെക്ഷനിൽ വന്ന് കമൻറ് നോക്കിയതിനുശേഷം thumbnail ശ്രദ്ധിച്ച ഞാൻ 😂,"['വീഡിയോ', 'പ്ലേ', 'ചെയ്തപ്പോൾ', 'സ്റ്റാർട്ടിങ്ലേ', 'വന്ന', 'ആഡ്', 'സമയത്ത്', 'കമൻറ്', 'സെക്ഷനിൽ', 'വന്ന്', 'കമൻറ്', 'നോക്കിയതിനുശേഷം', 'thumbnail', 'ശ്രദ്ധിച്ച', 'ഞാൻ']",{'camera': ['വീഡിയോ']},"[('വീഡിയോ', 'B-camera'), ('പ്ലേ', 'O'), ('ചെയ്തപ്പോൾ', 'O'), ('സ്റ്റാർട്ടിങ്ലേ', 'O'), ('വന്ന', 'O'), ('ആഡ്', 'O'), ('സമയത്ത്', 'O'), ('കമൻറ്', 'O'), ('സെക്ഷനിൽ', 'O'), ('വന്ന്', 'O'), ('കമൻറ്', 'O'), ('നോക്കിയതിനുശേഷം', 'O'), ('thumbnail', 'O'), ('ശ്രദ്ധിച്ച', 'O'), ('ഞാൻ', 'O')]"
"ഞാൻ എന്റെ മൊബൈലിന്റെ കാര്യം ആണ് പറഞ്ഞത്.. വീഡിയോ ക്യാമറ ഓണ് ചെയ്ത് 15മിനുട്ട് കഴിയുമ്പോൾ ഹീറ്റിങ് ഉണ്ടാകും, അല്ലാതെ ഗെയിം കളിയ്ക്കുമ്പോൾ ഒരു ഹീറ്റിങ് ഇല്ല.. ബാറ്ററി 1 &amp; half dayഉപയോഗിക്കാൻ പറ്റും.. എങ്ങും ഒരു ലാഗും ഇല്ല.. ഫോണിന്റെ പെർഫോമൻസ് ഒരു രക്ഷയും ഇല്ല.. താൻ പറഞ്ഞ സിദ്ധാന്തം എന്റെ ഫോണിന് ഇതുവരെ ഉണ്ടായിട്ടില്ല പിന്നെ ഞാൻ എന്തിന് പറയണം.. എന്റെ അനുഭവത്തിൽ നിന്നാണ് ഞാൻ പറഞ്ഞത്, ഇനി സാറിന് ഇഷ്ട പെടുന്ന രീതിയിൽ പറയാൻ എനിക്ക് താല്പര്യം ഇല്ല.. പിന്നെ iphone ലൗവർക്ക് സാംസങിനോട് ദേഷ്യം ഉണ്ടാകും സ്വാഭാവികം..","['ഞാൻ', 'എന്റെ', 'മൊബൈലിന്റെ', 'കാര്യം', 'ആണ്', 'പറഞ്ഞത്', 'വീഡിയോ', 'ക്യാമറ', 'ഓണ്', 'ചെയ്ത്', '15മിനുട്ട്', 'കഴിയുമ്പോൾ', 'ഹീറ്റിങ്', 'ഉണ്ടാകും', 'അല്ലാതെ', 'ഗെയിം', 'കളിയ്ക്കുമ്പോൾ', 'ഒരു', 'ഹീറ്റിങ്', 'ഇല്ല', 'ബാറ്ററി', '1', 'amp', 'half', 'dayഉപയോഗിക്കാൻ', 'പറ്റും', 'എങ്ങും', 'ഒരു', 'ലാഗും', 'ഇല്ല', 'ഫോണിന്റെ', 'പെർഫോമൻസ്', 'ഒരു', 'രക്ഷയും', 'ഇല്ല', 'താൻ', 'പറഞ്ഞ', 'സിദ്ധാന്തം', 'എന്റെ', 'ഫോണിന്', 'ഇതുവരെ', 'ഉണ്ടായിട്ടില്ല', 'പിന്നെ', 'ഞാൻ', 'എന്തിന്', 'പറയണം', 'എന്റെ', 'അനുഭവത്തിൽ', 'നിന്നാണ്', 'ഞാൻ', 'പറഞ്ഞത്', 'ഇനി', 'സാറിന്', 'ഇഷ്ട', 'പെടുന്ന', 'രീതിയിൽ', 'പറയാൻ', 'എനിക്ക്', 'താല്പര്യം', 'ഇല്ല', 'പിന്നെ', 'iphone', 'ലൗവർക്ക്', 'സാംസങിനോട്', 'ദേഷ്യം', 'ഉണ്ടാകും', 'സ്വാഭാവികം']","{'camera': ['ക്യാമറ', 'വീഡിയോ'], 'phone': ['iphone']}","[('ഞാൻ', 'O'), ('എന്റെ', 'O'), ('മൊബൈലിന്റെ', 'O'), ('കാര്യം', 'O'), ('ആണ്', 'O'), ('പറഞ്ഞത്', 'O'), ('വീഡിയോ', 'B-camera'), ('ക്യാമറ', 'B-camera'), ('ഓണ്', 'O'), ('ചെയ്ത്', 'O'), ('15മിനുട്ട്', 'O'), ('കഴിയുമ്പോൾ', 'O'), ('ഹീറ്റിങ്', 'O'), ('ഉണ്ടാകും', 'O'), ('അല്ലാതെ', 'O'), ('ഗെയിം', 'O'), ('കളിയ്ക്കുമ്പോൾ', 'O'), ('ഒരു', 'O'), ('ഹീറ്റിങ്', 'O'), ('ഇല്ല', 'O'), ('ബാറ്ററി', 'O'), ('1', 'O'), ('amp', 'O'), ('half', 'O'), ('dayഉപയോഗിക്കാൻ', 'O'), ('പറ്റും', 'O'), ('എങ്ങും', 'O'), ('ഒരു', 'O'), ('ലാഗും', 'O'), ('ഇല്ല', 'O'), ('ഫോണിന്റെ', 'O'), ('പെർഫോമൻസ്', 'O'), ('ഒരു', 'O'), ('രക്ഷയും', 'O'), ('ഇല്ല', 'O'), ('താൻ', 'O'), ('പറഞ്ഞ', 'O'), ('സിദ്ധാന്തം', 'O'), ('എന്റെ', 'O'), ('ഫോണിന്', 'O'), ('ഇതുവരെ', 'O'), ('ഉണ്ടായിട്ടില്ല', 'O'), ('പിന്നെ', 'O'), ('ഞാൻ', 'O'), ('എന്തിന്', 'O'), ('പറയണം', 'O'), ('എന്റെ', 'O'), ('അനുഭവത്തിൽ', 'O'), ('നിന്നാണ്', 'O'), ('ഞാൻ', 'O'), ('പറഞ്ഞത്', 'O'), ('ഇനി', 'O'), ('സാറിന്', 'O'), ('ഇഷ്ട', 'O'), ('പെടുന്ന', 'O'), ('രീതിയിൽ', 'O'), ('പറയാൻ', 'O'), ('എനിക്ക്', 'O'), ('താല്പര്യം', 'O'), ('ഇല്ല', 'O'), ('പിന്നെ', 'O'), ('iphone', 'B-phone'), ('ലൗവർക്ക്', 'O'), ('സാംസങിനോട്', 'O'), ('ദേഷ്യം', 'O'), ('ഉണ്ടാകും', 'O'), ('സ്വാഭാവികം', 'O')]"
"Guys, front camera kollillla. But back camera and video its superb. Sterio ellam nallath anu Pakshe front cam koodi indarunnenlil its a amazing phone","['guys', 'front', 'camera', 'kollillla', 'but', 'back', 'camera', 'and', 'video', 'its', 'superb', 'sterio', 'ellam', 'nallath', 'anu', 'pakshe', 'front', 'cam', 'koodi', 'indarunnenlil', 'its', 'a', 'amazing', 'phone']","{'camera': ['video'], 'phone': []}","[('guys', 'O'), ('front', 'O'), ('camera', 'O'), ('kollillla', 'O'), ('but', 'O'), ('back', 'O'), ('camera', 'O'), ('and', 'O'), ('video', 'B-camera'), ('its', 'O'), ('superb', 'O'), ('sterio', 'O'), ('ellam', 'O'), ('nallath', 'O'), ('anu', 'O'), ('pakshe', 'O'), ('front', 'O'), ('cam', 'O'), ('koodi', 'O'), ('indarunnenlil', 'O'), ('its', 'O'), ('a', 'O'), ('amazing', 'O'), ('phone', 'O')]"
അതുപോലെ ഏതേലും app use ചെയ്തിട്ടോ അല്ലേൽ മറ്റ് എന്തെങ്കിലും വഴിയോ wtsp chat കാണാൻ പറ്റുമോ ഐഫോണിൽ... ഇതിനും കൂടെ റിപ്ലൈ തരുമോ ബ്രോ...pls,"['അതുപോലെ', 'ഏതേലും', 'app', 'use', 'ചെയ്തിട്ടോ', 'അല്ലേൽ', 'മറ്റ്', 'എന്തെങ്കിലും', 'വഴിയോ', 'wtsp', 'chat', 'കാണാൻ', 'പറ്റുമോ', 'ഐഫോണിൽ', 'ഇതിനും', 'കൂടെ', 'റിപ്ലൈ', 'തരുമോ', 'ബ്രോpls']",{'phone': ['apple']},"[('അതുപോലെ', 'O'), ('ഏതേലും', 'O'), ('app', 'O'), ('use', 'O'), ('ചെയ്തിട്ടോ', 'O'), ('അല്ലേൽ', 'O'), ('മറ്റ്', 'O'), ('എന്തെങ്കിലും', 'O'), ('വഴിയോ', 'O'), ('wtsp', 'O'), ('chat', 'O'), ('കാണാൻ', 'O'), ('പറ്റുമോ', 'O'), ('ഐഫോണിൽ', 'O'), ('ഇതിനും', 'O'), ('കൂടെ', 'O'), ('റിപ്ലൈ', 'O'), ('തരുമോ', 'O'), ('ബ്രോpls', 'O')]"
Bro 13mini vs Mi 11 ultra camera comparison ചെയ്യുവോ,"['bro', '13mini', 'vs', 'mi', '11', 'ultra', 'camera', 'comparison', 'ചെയ്യുവോ']","{'camera': ['ultrawide'], 'phone': ['mi']}","[('bro', 'O'), ('13mini', 'O'), ('vs', 'O'), ('mi', 'B-phone'), ('11', 'O'), ('ultra', 'O'), ('camera', 'O'), ('comparison', 'O'), ('ചെയ്യുവോ', 'O')]"
ലുട്ടാപ്പി ഫോൺ.....😂😂😂😂😂😂😂. ലുട്ടാപ്പി കളി...... 😂😂😂😂😂😂😂.റിവ്യൂ കാണാൻ ഒന്നും അല്ല വരുന്നത് ഈ മൊതലിന്റെ സംസാരം കേൾക്കാനാ 😂😂😂😂😂😂😂😂😂,"['ലുട്ടാപ്പി', 'ഫോൺ', 'ലുട്ടാപ്പി', 'കളി', 'റിവ്യൂ', 'കാണാൻ', 'ഒന്നും', 'അല്ല', 'വരുന്നത്', 'ഈ', 'മൊതലിന്റെ', 'സംസാരം', 'കേൾക്കാനാ']",{'phone': ['ഐഫോൺ']},"[('ലുട്ടാപ്പി', 'O'), ('ഫോൺ', 'O'), ('ലുട്ടാപ്പി', 'O'), ('കളി', 'O'), ('റിവ്യൂ', 'O'), ('കാണാൻ', 'O'), ('ഒന്നും', 'O'), ('അല്ല', 'O'), ('വരുന്നത്', 'O'), ('ഈ', 'O'), ('മൊതലിന്റെ', 'O'), ('സംസാരം', 'O'), ('കേൾക്കാനാ', 'O')]"
VIVOV20 camera súper anu photoku pak she വീഡിയോ color വളരെ മോശം,"['vivov20', 'camera', 'súper', 'anu', 'photoku', 'pak', 'she', 'വീഡിയോ', 'color', 'വളരെ', 'മോശം']",{'camera': ['വീഡിയോ']},"[('vivov20', 'O'), ('camera', 'O'), ('súper', 'O'), ('anu', 'O'), ('photoku', 'O'), ('pak', 'O'), ('she', 'O'), ('വീഡിയോ', 'B-camera'), ('color', 'O'), ('വളരെ', 'O'), ('മോശം', 'O')]"
prithvi സംസാരിക്കുന്നത് പോലെ ഉണ്ടല്ലോ,"['prithvi', 'സംസാരിക്കുന്നത്', 'പോലെ', 'ഉണ്ടല്ലോ']",{},"[('prithvi', 'O'), ('സംസാരിക്കുന്നത്', 'O'), ('പോലെ', 'O'), ('ഉണ്ടല്ലോ', 'O')]"
Iphone 11 ആണോ p30pro ആണോ ബെറ്റർ,"['iphone', '11', 'ആണോ', 'p30pro', 'ആണോ', 'ബെറ്റർ']",{'phone': ['iphone']},"[('iphone', 'B-phone'), ('11', 'O'), ('ആണോ', 'O'), ('p30pro', 'O'), ('ആണോ', 'O'), ('ബെറ്റർ', 'O')]"
Iphone 13 superb battery backup aayirunu when it comes with ios 15. End of the day battery 40% kitum.But after updating to ios 16 battery van shogam.,"['iphone', '13', 'superb', 'battery', 'backup', 'aayirunu', 'when', 'it', 'comes', 'with', 'ios', '15', 'end', 'of', 'the', 'day', 'battery', '40', 'kitumbut', 'after', 'updating', 'to', 'ios', '16', 'battery', 'van', 'shogam']","{'phone': ['iphone', '13pro'], 'os': ['ios']}","[('iphone', 'B-phone'), ('13', 'O'), ('superb', 'O'), ('battery', 'O'), ('backup', 'O'), ('aayirunu', 'O'), ('when', 'O'), ('it', 'O'), ('comes', 'O'), ('with', 'O'), ('ios', 'B-os'), ('15', 'O'), ('end', 'O'), ('of', 'O'), ('the', 'O'), ('day', 'O'), ('battery', 'O'), ('40', 'O'), ('kitumbut', 'O'), ('after', 'O'), ('updating', 'O'), ('to', 'O'), ('ios', 'O'), ('16', 'O'), ('battery', 'O'), ('van', 'O'), ('shogam', 'O')]"
X80 പോളിയാണ് 👍 ഞാനും ഉപയോഗിച്ച് കൊണ്ടിരിക്കുന്നു,"['x80', 'പോളിയാണ്', 'ഞാനും', 'ഉപയോഗിച്ച്', 'കൊണ്ടിരിക്കുന്നു']",{},"[('x80', 'O'), ('പോളിയാണ്', 'O'), ('ഞാനും', 'O'), ('ഉപയോഗിച്ച്', 'O'), ('കൊണ്ടിരിക്കുന്നു', 'O')]"
വളരെ മികച്ച value for money ആണ് infinix. ഉപയോകിച്ചവർക്ക് അറിയാം .,"['വളരെ', 'മികച്ച', 'value', 'for', 'money', 'ആണ്', 'infinix', 'ഉപയോകിച്ചവർക്ക്', 'അറിയാം']",{},"[('വളരെ', 'O'), ('മികച്ച', 'O'), ('value', 'O'), ('for', 'O'), ('money', 'O'), ('ആണ്', 'O'), ('infinix', 'O'), ('ഉപയോകിച്ചവർക്ക്', 'O'), ('അറിയാം', 'O')]"
Samsung a54 നല്ലതാണോ ❓️❓️,"['samsung', 'a54', 'നല്ലതാണോ']",{'phone': ['samsung']},"[('samsung', 'B-phone'), ('a54', 'O'), ('നല്ലതാണോ', 'O')]"
custom rom support നെക്കുറിച്ചാണ് ഞാൻ പറയുന്നത്.mediatek ഇൽ support കുറവാണെന്ന്...Motherboard issue snapdragon/mediatek ന്റെ പ്രശ്‌നമല്ല..Xiaomi hardware ന്റെ പ്രശ്നമാണ്.,"['custom', 'rom', 'support', 'നെക്കുറിച്ചാണ്', 'ഞാൻ', 'പറയുന്നത്mediatek', 'ഇൽ', 'support', 'കുറവാണെന്ന്motherboard', 'issue', 'snapdragonmediatek', 'ന്റെ', 'പ്രശ്നമല്ലxiaomi', 'hardware', 'ന്റെ', 'പ്രശ്നമാണ്']",{},"[('custom', 'O'), ('rom', 'O'), ('support', 'O'), ('നെക്കുറിച്ചാണ്', 'O'), ('ഞാൻ', 'O'), ('പറയുന്നത്mediatek', 'O'), ('ഇൽ', 'O'), ('support', 'O'), ('കുറവാണെന്ന്motherboard', 'O'), ('issue', 'O'), ('snapdragonmediatek', 'O'), ('ന്റെ', 'O'), ('പ്രശ്നമല്ലxiaomi', 'O'), ('hardware', 'O'), ('ന്റെ', 'O'), ('പ്രശ്നമാണ്', 'O')]"
"2 month aayi use aakkunnu, screen protector use aakkunnond finger print scanner slow aan, battery backup il cheriyoru korav thonnunnund, otherwise 🔥","['2', 'month', 'aayi', 'use', 'aakkunnu', 'screen', 'protector', 'use', 'aakkunnond', 'finger', 'print', 'scanner', 'slow', 'aan', 'battery', 'backup', 'il', 'cheriyoru', 'korav', 'thonnunnund', 'otherwise']","{'screen': ['screen'], 'phone': ['pro', '23ultra'], 'processor': ['processor']}","[('2', 'O'), ('month', 'O'), ('aayi', 'O'), ('use', 'O'), ('aakkunnu', 'O'), ('screen', 'B-screen'), ('protector', 'O'), ('use', 'O'), ('aakkunnond', 'O'), ('finger', 'O'), ('print', 'O'), ('scanner', 'O'), ('slow', 'O'), ('aan', 'O'), ('battery', 'O'), ('backup', 'O'), ('il', 'O'), ('cheriyoru', 'O'), ('korav', 'O'), ('thonnunnund', 'O'), ('otherwise', 'O')]"
ഈ nothing വന്നതേ ചുമ്മാ അങ് പോവാനല്ല,"['ഈ', 'nothing', 'വന്നതേ', 'ചുമ്മാ', 'അങ്', 'പോവാനല്ല']",{},"[('ഈ', 'O'), ('nothing', 'O'), ('വന്നതേ', 'O'), ('ചുമ്മാ', 'O'), ('അങ്', 'O'), ('പോവാനല്ല', 'O')]"
